target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,depth_score,depth_missing_fields,depth_short_fields,duplication_guardrail_length,pack_p_quality_band,pack_p_review_status,pack_q_review_status,one_line_summary,next_edit_priority,quality_version
Ashe,アッシュ,Bastion,バスティオン,ダメージ,スペシャリスト,100,,,93,B,needs_depth,stable,アッシュ対バスティオン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Mei,メイ,ダメージ,スペシャリスト,100,,,89,B,needs_depth,stable,アッシュ対メイ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Illari,イラリー,サポート,サバイバー,100,,,91,B,needs_depth,stable,アッシュ対イラリー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,100,,,99,B,needs_depth,stable,アッシュ対ジェットパック・キャット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Juno,ジュノ,サポート,サバイバー,100,,,90,B,needs_depth,stable,アッシュ対ジュノ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Baptiste,バティスト,サポート,タクティシャン,100,,,92,B,needs_depth,stable,アッシュ対バティスト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Mercy,マーシー,サポート,メディック,100,,,91,B,needs_depth,stable,アッシュ対マーシー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Lifeweaver,ライフウィーバー,サポート,メディック,100,,,95,B,needs_depth,stable,アッシュ対ライフウィーバー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Kiriko,キリコ,サポート,メディック,100,,,90,B,needs_depth,stable,アッシュ対キリコ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Brigitte,ブリギッテ,サポート,サバイバー,100,,,92,B,needs_depth,stable,アッシュ対ブリギッテ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Moira,モイラ,サポート,メディック,100,,,90,B,needs_depth,stable,アッシュ対モイラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Lúcio,ルシオ,サポート,タクティシャン,100,,,90,B,needs_depth,stable,アッシュ対ルシオ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Ana,アナ,サポート,タクティシャン,92,,first_check,89,B,needs_depth,stable,アッシュ対アナ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Wuyang,ウーヤン,サポート,サバイバー,100,,,91,B,needs_depth,stable,アッシュ対ウーヤン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Zenyatta,ゼニヤッタ,サポート,タクティシャン,100,,,92,B,needs_depth,stable,アッシュ対ゼニヤッタ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Ashe,アッシュ,Mizuki,ミズキ,サポート,サバイバー,100,,,90,B,needs_depth,stable,アッシュ対ミズキ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,D.Va,D.Va,タンク,イニシエーター,100,,,92,B,needs_depth,stable,リーパー対D.Va: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Winston,ウィンストン,タンク,イニシエーター,100,,,94,B,needs_depth,stable,リーパー対ウィンストン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Doomfist,ドゥームフィスト,タンク,イニシエーター,100,,,96,B,needs_depth,stable,リーパー対ドゥームフィスト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Hazard,ハザード,タンク,ストールワート,100,,,92,B,needs_depth,stable,リーパー対ハザード: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,100,,,97,B,needs_depth,stable,リーパー対レッキング・ボール: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Zarya,ザリア,タンク,ブルーザー,100,,,91,B,needs_depth,stable,リーパー対ザリア: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,100,,,98,B,needs_depth,stable,リーパー対ジャンカー・クイーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Domina,ドミナ,タンク,ストールワート,100,,,91,B,needs_depth,stable,リーパー対ドミナ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Mauga,マウガ,タンク,ブルーザー,100,,,91,B,needs_depth,stable,リーパー対マウガ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Ramattra,ラマットラ,タンク,ストールワート,100,,,93,B,needs_depth,stable,リーパー対ラマットラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Roadhog,ロードホッグ,タンク,ブルーザー,100,,,94,B,needs_depth,stable,リーパー対ロードホッグ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Orisa,オリーサ,タンク,ブルーザー,100,,,92,B,needs_depth,stable,リーパー対オリーサ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Sigma,シグマ,タンク,ストールワート,100,,,91,B,needs_depth,stable,リーパー対シグマ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Reinhardt,ラインハルト,タンク,ストールワート,100,,,94,B,needs_depth,stable,リーパー対ラインハルト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Ashe,アッシュ,ダメージ,シャープシューター,100,,,92,B,needs_depth,stable,リーパー対アッシュ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,100,,,96,B,needs_depth,stable,リーパー対ウィドウメイカー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Emre,エムレ,ダメージ,スペシャリスト,100,,,91,B,needs_depth,stable,リーパー対エムレ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Cassidy,キャスディ,ダメージ,シャープシューター,100,,,93,B,needs_depth,stable,リーパー対キャスディ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Sojourn,ソジョーン,ダメージ,シャープシューター,100,,,93,B,needs_depth,stable,リーパー対ソジョーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,100,,,95,B,needs_depth,stable,リーパー対ソルジャー76: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Hanzo,ハンゾー,ダメージ,シャープシューター,100,,,92,B,needs_depth,stable,リーパー対ハンゾー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Freja,フレイヤ,ダメージ,リコン,100,,,92,B,needs_depth,stable,リーパー対フレイヤ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Anran,アンラン,ダメージ,フランカー,100,,,92,B,needs_depth,stable,リーパー対アンラン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Genji,ゲンジ,ダメージ,フランカー,100,,,91,B,needs_depth,stable,リーパー対ゲンジ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Shion,シオン,ダメージ,フランカー,100,,,91,B,needs_depth,stable,リーパー対シオン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Sombra,ソンブラ,ダメージ,リコン,100,,,92,B,needs_depth,stable,リーパー対ソンブラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Tracer,トレーサー,ダメージ,フランカー,100,,,93,B,needs_depth,stable,リーパー対トレーサー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Venture,ベンチャー,ダメージ,フランカー,100,,,93,B,needs_depth,stable,リーパー対ベンチャー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Reaper,リーパー,ダメージ,フランカー,100,,,92,B,needs_depth,stable,リーパー対リーパー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Vendetta,ヴェンデッタ,ダメージ,フランカー,100,,,94,B,needs_depth,stable,リーパー対ヴェンデッタ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Echo,エコー,ダメージ,リコン,100,,,91,B,needs_depth,stable,リーパー対エコー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Pharah,ファラ,ダメージ,リコン,100,,,91,B,needs_depth,stable,リーパー対ファラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Symmetra,シンメトラ,ダメージ,スペシャリスト,100,,,93,B,needs_depth,stable,リーパー対シンメトラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Junkrat,ジャンクラット,ダメージ,スペシャリスト,100,,,95,B,needs_depth,stable,リーパー対ジャンクラット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Torbjörn,トールビョーン,ダメージ,スペシャリスト,100,,,95,B,needs_depth,stable,リーパー対トールビョーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Bastion,バスティオン,ダメージ,スペシャリスト,100,,,94,B,needs_depth,stable,リーパー対バスティオン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Mei,メイ,ダメージ,スペシャリスト,100,,,90,B,needs_depth,stable,リーパー対メイ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Illari,イラリー,サポート,サバイバー,100,,,92,B,needs_depth,stable,リーパー対イラリー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,100,,,100,B,needs_depth,stable,リーパー対ジェットパック・キャット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Juno,ジュノ,サポート,サバイバー,100,,,91,B,needs_depth,stable,リーパー対ジュノ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Baptiste,バティスト,サポート,タクティシャン,100,,,93,B,needs_depth,stable,リーパー対バティスト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Mercy,マーシー,サポート,メディック,100,,,92,B,needs_depth,stable,リーパー対マーシー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Lifeweaver,ライフウィーバー,サポート,メディック,100,,,96,B,needs_depth,stable,リーパー対ライフウィーバー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Kiriko,キリコ,サポート,メディック,100,,,91,B,needs_depth,stable,リーパー対キリコ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Brigitte,ブリギッテ,サポート,サバイバー,100,,,93,B,needs_depth,stable,リーパー対ブリギッテ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Moira,モイラ,サポート,メディック,100,,,91,B,needs_depth,stable,リーパー対モイラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Lúcio,ルシオ,サポート,タクティシャン,100,,,91,B,needs_depth,stable,リーパー対ルシオ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Ana,アナ,サポート,タクティシャン,92,,first_check,90,B,needs_depth,stable,リーパー対アナ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Wuyang,ウーヤン,サポート,サバイバー,100,,,92,B,needs_depth,stable,リーパー対ウーヤン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Zenyatta,ゼニヤッタ,サポート,タクティシャン,100,,,93,B,needs_depth,stable,リーパー対ゼニヤッタ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Reaper,リーパー,Mizuki,ミズキ,サポート,サバイバー,100,,,91,B,needs_depth,stable,リーパー対ミズキ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,D.Va,D.Va,タンク,イニシエーター,100,,,101,B,needs_depth,stable,シンメトラ対D.Va: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Winston,ウィンストン,タンク,イニシエーター,100,,,103,B,needs_depth,stable,シンメトラ対ウィンストン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Doomfist,ドゥームフィスト,タンク,イニシエーター,100,,,105,B,needs_depth,stable,シンメトラ対ドゥームフィスト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Hazard,ハザード,タンク,ストールワート,100,,,101,B,needs_depth,stable,シンメトラ対ハザード: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,100,,,106,B,needs_depth,stable,シンメトラ対レッキング・ボール: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Zarya,ザリア,タンク,ブルーザー,100,,,100,B,needs_depth,stable,シンメトラ対ザリア: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,100,,,107,B,needs_depth,stable,シンメトラ対ジャンカー・クイーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Domina,ドミナ,タンク,ストールワート,100,,,100,B,needs_depth,stable,シンメトラ対ドミナ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Mauga,マウガ,タンク,ブルーザー,100,,,100,B,needs_depth,stable,シンメトラ対マウガ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Ramattra,ラマットラ,タンク,ストールワート,100,,,102,B,needs_depth,stable,シンメトラ対ラマットラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Roadhog,ロードホッグ,タンク,ブルーザー,100,,,103,B,needs_depth,stable,シンメトラ対ロードホッグ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Orisa,オリーサ,タンク,ブルーザー,100,,,101,B,needs_depth,stable,シンメトラ対オリーサ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Sigma,シグマ,タンク,ストールワート,100,,,100,B,needs_depth,stable,シンメトラ対シグマ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Reinhardt,ラインハルト,タンク,ストールワート,100,,,103,B,needs_depth,stable,シンメトラ対ラインハルト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Ashe,アッシュ,ダメージ,シャープシューター,100,,,101,B,needs_depth,stable,シンメトラ対アッシュ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,100,,,105,B,needs_depth,stable,シンメトラ対ウィドウメイカー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Emre,エムレ,ダメージ,スペシャリスト,100,,,100,B,needs_depth,stable,シンメトラ対エムレ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Cassidy,キャスディ,ダメージ,シャープシューター,100,,,102,B,needs_depth,stable,シンメトラ対キャスディ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Sojourn,ソジョーン,ダメージ,シャープシューター,100,,,102,B,needs_depth,stable,シンメトラ対ソジョーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,100,,,104,B,needs_depth,stable,シンメトラ対ソルジャー76: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Hanzo,ハンゾー,ダメージ,シャープシューター,100,,,101,B,needs_depth,stable,シンメトラ対ハンゾー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Freja,フレイヤ,ダメージ,リコン,100,,,101,B,needs_depth,stable,シンメトラ対フレイヤ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Anran,アンラン,ダメージ,フランカー,100,,,101,B,needs_depth,stable,シンメトラ対アンラン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Genji,ゲンジ,ダメージ,フランカー,100,,,100,B,needs_depth,stable,シンメトラ対ゲンジ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Shion,シオン,ダメージ,フランカー,100,,,100,B,needs_depth,stable,シンメトラ対シオン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Sombra,ソンブラ,ダメージ,リコン,100,,,101,B,needs_depth,stable,シンメトラ対ソンブラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Tracer,トレーサー,ダメージ,フランカー,100,,,102,B,needs_depth,stable,シンメトラ対トレーサー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Venture,ベンチャー,ダメージ,フランカー,100,,,102,B,needs_depth,stable,シンメトラ対ベンチャー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Reaper,リーパー,ダメージ,フランカー,100,,,101,B,needs_depth,stable,シンメトラ対リーパー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Vendetta,ヴェンデッタ,ダメージ,フランカー,100,,,103,B,needs_depth,stable,シンメトラ対ヴェンデッタ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Echo,エコー,ダメージ,リコン,100,,,100,B,needs_depth,stable,シンメトラ対エコー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Pharah,ファラ,ダメージ,リコン,100,,,100,B,needs_depth,stable,シンメトラ対ファラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Symmetra,シンメトラ,ダメージ,スペシャリスト,100,,,102,B,needs_depth,stable,シンメトラ対シンメトラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Junkrat,ジャンクラット,ダメージ,スペシャリスト,100,,,104,B,needs_depth,stable,シンメトラ対ジャンクラット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Torbjörn,トールビョーン,ダメージ,スペシャリスト,100,,,104,B,needs_depth,stable,シンメトラ対トールビョーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Bastion,バスティオン,ダメージ,スペシャリスト,100,,,103,B,needs_depth,stable,シンメトラ対バスティオン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Mei,メイ,ダメージ,スペシャリスト,100,,,99,B,needs_depth,stable,シンメトラ対メイ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Illari,イラリー,サポート,サバイバー,100,,,101,B,needs_depth,stable,シンメトラ対イラリー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,100,,,109,B,needs_depth,stable,シンメトラ対ジェットパック・キャット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Juno,ジュノ,サポート,サバイバー,100,,,100,B,needs_depth,stable,シンメトラ対ジュノ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Symmetra,シンメトラ,Baptiste,バティスト,サポート,タクティシャン,100,,,102,B,needs_depth,stable,シンメトラ対バティスト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
