target_id,target_ja,enemy_id,enemy_ja,wait_category,check_skills,punish_window,target_action,reset_action
Reaper,リーパー,Reinhardt,ラインハルト,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Ashe,アッシュ,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Widowmaker,ウィドウメイカー,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Emre,エムレ,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Cassidy,キャスディ,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Sojourn,ソジョーン,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Soldier: 76,ソルジャー76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Hanzo,ハンゾー,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Freja,フレイヤ,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Anran,アンラン,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Genji,ゲンジ,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Shion,シオン,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Sombra,ソンブラ,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Tracer,トレーサー,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Venture,ベンチャー,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Reaper,リーパー,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Vendetta,ヴェンデッタ,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Echo,エコー,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Pharah,ファラ,移動・離脱の使用確認,ジャンプ・ジェット / ジェット・ダッシュ,ジャンプ・ジェット / ジェット・ダッシュで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Symmetra,シンメトラ,防御・救助の使用確認,フォトン・バリア,フォトン・バリアを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Junkrat,ジャンクラット,移動・離脱の使用確認,コンカッション・マイン,コンカッション・マインで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Torbjörn,トールビョーン,防御・救助の使用確認,オーバーロード,オーバーロードを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Bastion,バスティオン,接近・仕掛けの後隙確認,強襲モード / A-36タクティカル・グレネード,強襲モード / A-36タクティカル・グレネードで前に出た直後、または戻り道が限定された瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Mei,メイ,防御・救助の使用確認,クリオフリーズ / アイス・ウォール,クリオフリーズ / アイス・ウォールを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Illari,イラリー,防御・救助の使用確認,ヒーリング・パイロン,ヒーリング・パイロンを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Jetpack Cat,ジェットパック・キャット,防御・救助の使用確認,ゴロゴロ,ゴロゴロを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Juno,ジュノ,防御・救助の使用確認,ハイパーリング / オービタル・レイ,ハイパーリング / オービタル・レイを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Baptiste,バティスト,防御・救助の使用確認,イモータリティ・フィールド / リジェネ・バースト,イモータリティ・フィールド / リジェネ・バーストを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Mercy,マーシー,防御・救助の使用確認,蘇生 / ガーディアン・エンジェル,蘇生 / ガーディアン・エンジェルを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Lifeweaver,ライフウィーバー,防御・救助の使用確認,ライフグリップ / ペタル・プラットフォーム / 命の樹,ライフグリップ / ペタル・プラットフォーム / 命の樹を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Kiriko,キリコ,防御・救助の使用確認,鈴のご加護 / 神出鬼没,鈴のご加護 / 神出鬼没を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Brigitte,ブリギッテ,防御・救助の使用確認,バリア・シールド / ラリー / リペア・パック,バリア・シールド / ラリー / リペア・パックを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Moira,モイラ,防御・救助の使用確認,フェード,フェードを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Lúcio,ルシオ,防御・救助の使用確認,サウンド・バリア,サウンド・バリアを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Ana,アナ,防御・救助の使用確認,スリープ・ダーツ,スリープ・ダーツを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Wuyang,ウーヤン,防御・救助の使用確認,養神泉 / 驚濤破,養神泉 / 驚濤破を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Zenyatta,ゼニヤッタ,防御・救助の使用確認,心頭滅却,心頭滅却を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,リーパー,Mizuki,ミズキ,防御・救助の使用確認,霊域結界 / 快気の笠,霊域結界 / 快気の笠を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Symmetra,シンメトラ,D.Va,D.Va,防御・救助の使用確認,ディフェンス・マトリックス,ディフェンス・マトリックスを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Winston,ウィンストン,防御・救助の使用確認,バリア・プロジェクター,バリア・プロジェクターを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Doomfist,ドゥームフィスト,防御・救助の使用確認,パワー・ブロック,パワー・ブロックを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Hazard,ハザード,防御・救助の使用確認,スパイク・ガード,スパイク・ガードを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Wrecking Ball,レッキング・ボール,防御・救助の使用確認,アダプティブ・シールド,アダプティブ・シールドを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Zarya,ザリア,防御・救助の使用確認,パーティクル・バリア / バリア・ショット,パーティクル・バリア / バリア・ショットを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Junker Queen,ジャンカー・クイーン,防御・救助の使用確認,コマンディング・シャウト,コマンディング・シャウトを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Domina,ドミナ,防御・救助の使用確認,バリア・アレイ,バリア・アレイを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Mauga,マウガ,防御・救助の使用確認,カーディアック・オーバードライブ,カーディアック・オーバードライブを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Ramattra,ラマットラ,防御・救助の使用確認,ヴォイド・バリア / ブロック,ヴォイド・バリア / ブロックを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Roadhog,ロードホッグ,防御・救助の使用確認,テイク・ア・ブリーザー,テイク・ア・ブリーザーを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Orisa,オリーサ,防御・救助の使用確認,フォーティファイ / ジャベリン・スピン,フォーティファイ / ジャベリン・スピンを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Sigma,シグマ,防御・救助の使用確認,エクスペリメンタル・バリア / キネティック・グラスプ,エクスペリメンタル・バリア / キネティック・グラスプを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Reinhardt,ラインハルト,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Ashe,アッシュ,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Widowmaker,ウィドウメイカー,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Emre,エムレ,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Cassidy,キャスディ,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Sojourn,ソジョーン,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Soldier: 76,ソルジャー76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Hanzo,ハンゾー,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Freja,フレイヤ,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Anran,アンラン,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Genji,ゲンジ,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Shion,シオン,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Sombra,ソンブラ,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Tracer,トレーサー,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Venture,ベンチャー,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Reaper,リーパー,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Vendetta,ヴェンデッタ,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Echo,エコー,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Pharah,ファラ,移動・離脱の使用確認,ジャンプ・ジェット / ジェット・ダッシュ,ジャンプ・ジェット / ジェット・ダッシュで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Symmetra,シンメトラ,防御・救助の使用確認,フォトン・バリア,フォトン・バリアを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Junkrat,ジャンクラット,移動・離脱の使用確認,コンカッション・マイン,コンカッション・マインで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Torbjörn,トールビョーン,防御・救助の使用確認,オーバーロード,オーバーロードを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Bastion,バスティオン,接近・仕掛けの後隙確認,強襲モード / A-36タクティカル・グレネード,強襲モード / A-36タクティカル・グレネードで前に出た直後、または戻り道が限定された瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Mei,メイ,防御・救助の使用確認,クリオフリーズ / アイス・ウォール,クリオフリーズ / アイス・ウォールを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Illari,イラリー,防御・救助の使用確認,ヒーリング・パイロン,ヒーリング・パイロンを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Jetpack Cat,ジェットパック・キャット,防御・救助の使用確認,ゴロゴロ,ゴロゴロを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Juno,ジュノ,防御・救助の使用確認,ハイパーリング / オービタル・レイ,ハイパーリング / オービタル・レイを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Baptiste,バティスト,防御・救助の使用確認,イモータリティ・フィールド / リジェネ・バースト,イモータリティ・フィールド / リジェネ・バーストを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Mercy,マーシー,防御・救助の使用確認,蘇生 / ガーディアン・エンジェル,蘇生 / ガーディアン・エンジェルを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Lifeweaver,ライフウィーバー,防御・救助の使用確認,ライフグリップ / ペタル・プラットフォーム / 命の樹,ライフグリップ / ペタル・プラットフォーム / 命の樹を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Kiriko,キリコ,防御・救助の使用確認,鈴のご加護 / 神出鬼没,鈴のご加護 / 神出鬼没を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Brigitte,ブリギッテ,防御・救助の使用確認,バリア・シールド / ラリー / リペア・パック,バリア・シールド / ラリー / リペア・パックを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Moira,モイラ,防御・救助の使用確認,フェード,フェードを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Lúcio,ルシオ,防御・救助の使用確認,サウンド・バリア,サウンド・バリアを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Ana,アナ,防御・救助の使用確認,スリープ・ダーツ,スリープ・ダーツを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Wuyang,ウーヤン,防御・救助の使用確認,養神泉 / 驚濤破,養神泉 / 驚濤破を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Zenyatta,ゼニヤッタ,防御・救助の使用確認,心頭滅却,心頭滅却を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,シンメトラ,Mizuki,ミズキ,防御・救助の使用確認,霊域結界 / 快気の笠,霊域結界 / 快気の笠を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Hanzo,ハンゾー,D.Va,D.Va,防御・救助の使用確認,ディフェンス・マトリックス,ディフェンス・マトリックスを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Winston,ウィンストン,防御・救助の使用確認,バリア・プロジェクター,バリア・プロジェクターを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Doomfist,ドゥームフィスト,防御・救助の使用確認,パワー・ブロック,パワー・ブロックを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Hazard,ハザード,防御・救助の使用確認,スパイク・ガード,スパイク・ガードを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Wrecking Ball,レッキング・ボール,防御・救助の使用確認,アダプティブ・シールド,アダプティブ・シールドを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Zarya,ザリア,防御・救助の使用確認,パーティクル・バリア / バリア・ショット,パーティクル・バリア / バリア・ショットを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Junker Queen,ジャンカー・クイーン,防御・救助の使用確認,コマンディング・シャウト,コマンディング・シャウトを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Domina,ドミナ,防御・救助の使用確認,バリア・アレイ,バリア・アレイを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Mauga,マウガ,防御・救助の使用確認,カーディアック・オーバードライブ,カーディアック・オーバードライブを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Ramattra,ラマットラ,防御・救助の使用確認,ヴォイド・バリア / ブロック,ヴォイド・バリア / ブロックを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Roadhog,ロードホッグ,防御・救助の使用確認,テイク・ア・ブリーザー,テイク・ア・ブリーザーを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Orisa,オリーサ,防御・救助の使用確認,フォーティファイ / ジャベリン・スピン,フォーティファイ / ジャベリン・スピンを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Sigma,シグマ,防御・救助の使用確認,エクスペリメンタル・バリア / キネティック・グラスプ,エクスペリメンタル・バリア / キネティック・グラスプを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Reinhardt,ラインハルト,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Ashe,アッシュ,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Widowmaker,ウィドウメイカー,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Emre,エムレ,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Cassidy,キャスディ,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Sojourn,ソジョーン,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Soldier: 76,ソルジャー76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Hanzo,ハンゾー,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Freja,フレイヤ,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Anran,アンラン,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Genji,ゲンジ,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Shion,シオン,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Sombra,ソンブラ,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Tracer,トレーサー,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Venture,ベンチャー,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Reaper,リーパー,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Vendetta,ヴェンデッタ,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,ハンゾー,Echo,エコー,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
